MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE,OPEN_DATE
VNVC,VNVC Ý YÊN,"TỔ 8, X.Ý YÊN, NINH BÌNH",20.3268957,106.0117168,2024-12-30
VNVC,VNVC LA GI,"307 THỐNG NHẤT, P.LA GI, LÂM ĐỒNG",10.6673896,107.7636508,2024-12-27
VNVC,VNVC BA TRI,"THỬA ĐẤT SỐ 583, 584, 585, 586, 587 CÙNG TỜ BẢN ĐỒ SỐ 02 TẠI KHU PHỐ 2, X.BA TRI, VĨNH LONG (KHU ĐÔ THỊ VIỆT SINH AN BÌNH)",10.0477034,106.5878349,2024-12-18
VNVC,VNVC BÌNH ĐẠI,"SỐ THỬA ĐẤT SỐ 176, 177, CÙNG TỜ BẢN ĐỒ SỐ 20, ĐỒNG KHỞI, KP.3, X.BÌNH ĐẠI, VĨNH LONG",10.1917896,106.6961514,2024-12-12
VNVC,VNVC PHÚ XUÂN (HUẾ 2),"111 LÝ THÁI TỔ, P.HƯƠNG AN, TP.HUẾ",16.4868508,107.5441196,2024-11-26
VNVC,VNVC THẠCH THẤT,"44 ĐƯỜNG 420, THÔN 84, X.THẠCH THẤT, HÀ NỘI",21.0520919,105.5706004,2024-11-26
VNVC,VNVC KHA VẠN CÂN,"1206, KHA VẠN CÂN, P. LINH XUÂN, TP.HCM",10.8609909,106.7610262,2024-11-25
VNVC,VNVC CELADON,"46 ĐƯỜNG CN1, P.TÂY THẠNH, TP.HCM",10.8052542,106.6089496,2024-11-15
VNVC,VNVC CƯ MGAR,"8 HÙNG VƯƠNG, X.QUẢNG PHÚ, ĐẮK LẮK",12.8131462,108.075608,2024-11-06
VNVC,VNVC EA KAR,"26 NGUYỄN TẤT THÀNH, X.EA KAR, ĐẮK LẮK.LÀM VIỆC TỪ THỨ 2 ĐẾN CHỦ NHẬT",12.8086615,108.445571,2024-10-27
VNVC,VNVC NÚI THÀNH,"304 PHẠM VĂN ĐỒNG, X.NÚI THÀNH, TP.ĐÀ NẴNG+ SÁNG 7H30 ĐẾN 11H30. + CHIỀU 13H00 ĐẾN 17H00.",15.4347995,108.6461986,2024-10-21
VNVC,VNVC CÁI RĂNG,"B5, B6 VÕ NGUYÊN GIÁP, KHU DÂN CƯ NÔNG THỔ SẢN, KV.THẠNH LỢI, P.HƯNG PHÚ, TP.CẦN THƠ",10.0064814,105.7966938,2024-10-19
VNVC,VNVC ÁI NGHĨA,"105 HUỲNH NGỌC HUỆ, X.ĐẠI LỘC, TP.ĐÀ NẴNG",15.8854222,108.1109146,2024-10-10
VNVC,VNVC ĐỨC HÒA,"125B TỈNH LỘ 824, KP.2 , X.ĐỨC HOÀ, TÂY NINH (CÁCH CẦU CÁ KHOẢNG 30 MÉT)",10.8133889,106.4500833,2024-10-07
VNVC,VNVC QUẢNG XƯƠNG,"266 TỐ HỮU, X.LƯU VỆ, THANH HÓA.",19.7263333,105.7822778,2024-10-04
VNVC,VNVC NGUYỄN THỊ TÚ,"SỐ 301 NGUYỄN THỊ TÚ, P. BÌNH TÂN, TP.HCM",10.815293,106.5910979,2024-10-03
VNVC,VNVC ĐIỆN BÀN,"84-86 HOÀNG DIỆU, P.ĐIỆN BÀN, TP.ĐÀ NẴNG",15.8866371,108.2505481,2024-09-28
VNVC,VNVC THẮNG NHÌ,"TẦNG 3 TTTM LAPEN CENTER, SỐ 33A ĐƯỜNG 30/4, P. TAM THẮNG, TP.HCM",10.3699167,107.0848889,2024-09-23
VNVC,VNVC BA THÁNG HAI,"232 3 THÁNG 2, P.HÒA HƯNG, TP.HCM",10.7738778,106.677337,2024-09-06
VNVC,VNVC LẠC LONG QUÂN,"TẦNG 3, TÒA NHÀ THƯƠNG MẠI, DỊCH VỤ VÀ VĂN PHÒNG, SỐ 89 ĐƯỜNG LẠC LONG QUÂN, PHƯỜNG NGHĨA ĐÔ, THÀNH PHỐ HÀ NỘI.",21.050527799999998,105.80749999999999,2024-09-06
VNVC,VNVC SUNRISE CITY QUẬN 7,"1.01 KHU CHUNG CƯ KẾT HỢP THƯƠNG MẠI, VĂN PHÒNG SUNRISE CITY - LÔ W, 25 NGUYỄN HỮU THỌ, P. TÂN HƯNG, TP.HCM",10.740835,106.7006655,2024-08-23
VNVC,VNVC SÔNG CẦU,"109 ĐOÀN THỊ ĐIỂM, P.SÔNG CẦU, ĐẮK LẮK",13.4573804,109.2213867,2024-08-21
VNVC,VNVC ĐÀ LẠT,"274 PHÙ ĐỔNG THIÊN VƯƠNG, P.LÂM VIÊN-ĐÀ LẠT, LÂM ĐỒNG",11.9714471,108.4411709,2024-08-21
VNVC,VNVC XUÂN LỘC,"SỐ 78 HÙNG VƯƠNG, KHU PHỐ 8, X.XUÂN LỘC, ĐỒNG NAI",10.9174167,107.4000556,2024-08-15
