MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE,LIST_ATT
FLC,"80094-LC DLK 55 Phan Bội Châu, P. Buôn Ma Thuột","55 Phan Bội Châu, P. Thống Nhất, TP. Buôn Ma Thuột, Tỉnh Đắk Lắk",12.682411,108.042891,Bệnh viện; Chợ; Cụm Chung Cư / Đô Thị Mới; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80095-LC DLK 283 Lê Lợi, P. Tuy Hòa","283 Lê Lợi, P. 5 ,TP. Tuy Hòa, Tỉnh Phú Yên",13.089806,109.30916,Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80096-LC NBH 16 Hải Thượng Lãn Ông, P. Hoa Lư","16-18 Hải Thượng Lãn Ông, P. Phúc Thành, TP. Hoa Lư, Tỉnh Ninh Bình",20.249099,105.973357,Bệnh viện; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80097-LC QTI TDP 10 Hữu Nghị, P. Đồng Hới","TDP 10 Nam Lý (Đối Diện Cổng Chính Bệnh Viện Cuba), P. Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",17.474082,106.603083,Bệnh viện; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80098-LC VLG 216 B1 Hoàng Lam, P. An Hội","216 B1 Hoàng Lam, P. 5, TP. Bến Tre, Tỉnh Bến Tre",10.236781,106.368995,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT
FLC,"80099-LC HCM 368-93C Phan Xích Long, P. Cầu Kiệu","368-93C Phan Xích Long, P. 2, Q. Phú Nhuận, TP. Hồ Chí Minh",10.799487,106.685968,Bệnh viện; Ðối thủ; Trường học; UBND Phường/Xã
FLC,"80100-LC HCM 44 Đường số 7, X. Long Hải","44 Đường số 7, TT. Long Hải, H. Long Đất, Tỉnh Bà Rịa - Vũng Tàu",10.415479,107.219196,Chợ; Ðối thủ; Trường học
FLC,"80101-LC DAG 65 Nguyễn Văn Thoại, P. An Hải","65 Nguyễn Văn Thoại, P. An Hải Đông, Q. Sơn Trà, TP. Đà Nẵng",16.054056,108.23812,Chợ; Phòng khám / TYT; Trường học
FLC,"80102-LC CTO 312A-313 Nguyễn Văn Linh, P. Tân An","312A-313 Nguyễn Văn Linh, P. An Khánh, Q. Ninh Kiều, TP. Cần Thơ",10.028518,105.754109,Bệnh viện; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80103-LC AGG 65A-B Lê Minh Ngươn, P. Long Xuyên","65A-B Lê Minh Ngươn, P. Mỹ Long, TP. Long Xuyên, Tỉnh An Giang",10.384333,105.44114,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80104-LC BNH 17-19 Trần Lựu, P. Vũ Ninh","17-19 Trần Lựu, P. Thị Cầu, TP. Bắc Ninh, Tỉnh Bắc Ninh",21.196786,106.088129,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80105-LC BNH 246-248 Trần Hưng Đạo, P. Kinh Bắc","246-248 Trần Hưng Đạo, P. Tiền An, TP. Bắc Ninh, Tỉnh Bắc Ninh",21.178881,106.068789,Chợ; Ðối thủ; Phòng khám / TYT; Trường học
